7500.0,17.0,0.0,1.0
7500.0,18.0,0.0,1.0
7500.0,10.0,0.0,1.0
7500.0,21.0,1.0,1.0
7500.0,29.0,0.0,1.0
7501.0,20.0,0.0,1.0
7501.0,15.0,1.0,1.0
7501.0,3.0,1.0,1.0
7501.0,18.0,0.0,1.0
7501.0,11.0,1.0,1.0
7502.0,13.0,1.0,1.0
7502.0,11.0,1.0,1.0
7502.0,21.0,1.0,1.0
7502.0,5.0,1.0,1.0
7502.0,15.0,1.0,1.0
7503.0,7.0,1.0,1.0
7503.0,14.0,1.0,1.0
7503.0,0.0,1.0,1.0
7503.0,24.0,1.0,1.0
7503.0,25.0,1.0,1.0
7504.0,28.0,1.0,1.0
7504.0,10.0,0.0,1.0
7504.0,5.0,0.0,1.0
7504.0,2.0,1.0,1.0
7504.0,31.0,0.0,1.0
7505.0,27.0,0.0,1.0
7505.0,29.0,1.0,1.0
7505.0,2.0,1.0,1.0
7505.0,23.0,0.0,1.0
7505.0,5.0,0.0,1.0
7506.0,31.0,1.0,1.0
7506.0,2.0,1.0,1.0
7506.0,0.0,1.0,1.0
7506.0,11.0,1.0,1.0
7506.0,19.0,1.0,1.0
7507.0,30.0,0.0,1.0
7507.0,3.0,0.0,1.0
7507.0,14.0,0.0,1.0
7507.0,8.0,0.0,1.0
7507.0,5.0,0.0,1.0
7508.0,4.0,0.0,1.0
7508.0,27.0,0.0,1.0
7508.0,1.0,0.0,1.0
7508.0,6.0,0.0,1.0
7508.0,13.0,0.0,1.0
7509.0,14.0,1.0,1.0
7509.0,19.0,1.0,1.0
7509.0,20.0,0.0,1.0
7509.0,24.0,0.0,1.0
7509.0,27.0,0.0,1.0
7510.0,1.0,1.0,1.0
7510.0,28.0,1.0,1.0
7510.0,26.0,1.0,1.0
7510.0,8.0,0.0,1.0
7510.0,24.0,1.0,1.0
7511.0,17.0,1.0,1.0
7511.0,21.0,1.0,1.0
7511.0,20.0,1.0,1.0
7511.0,12.0,1.0,1.0
7511.0,7.0,1.0,1.0
7512.0,13.0,0.0,1.0
7512.0,3.0,1.0,1.0
7512.0,22.0,1.0,1.0
7512.0,17.0,1.0,1.0
7512.0,28.0,1.0,1.0
7513.0,13.0,0.0,1.0
7513.0,29.0,1.0,1.0
7513.0,11.0,1.0,1.0
7513.0,2.0,1.0,1.0
7513.0,21.0,1.0,1.0
7514.0,24.0,1.0,1.0
7514.0,21.0,0.0,1.0
7514.0,23.0,0.0,1.0
7514.0,0.0,0.0,1.0
7514.0,19.0,1.0,1.0
7515.0,30.0,0.0,1.0
7515.0,20.0,0.0,1.0
7515.0,13.0,0.0,1.0
7515.0,1.0,0.0,1.0
7515.0,4.0,0.0,1.0
7516.0,0.0,0.0,1.0
7516.0,27.0,0.0,1.0
7516.0,21.0,1.0,1.0
7516.0,12.0,1.0,1.0
7516.0,3.0,0.0,1.0
7517.0,8.0,0.0,1.0
7517.0,19.0,0.0,1.0
7517.0,23.0,0.0,1.0
7517.0,10.0,0.0,1.0
7517.0,1.0,0.0,1.0
7518.0,14.0,1.0,1.0
7518.0,21.0,0.0,1.0
7518.0,22.0,1.0,1.0
7518.0,15.0,0.0,1.0
7518.0,23.0,0.0,1.0
7519.0,15.0,1.0,1.0
7519.0,24.0,1.0,1.0
7519.0,31.0,1.0,1.0
7519.0,13.0,1.0,1.0
7519.0,20.0,1.0,1.0
7520.0,7.0,0.0,1.0
7520.0,9.0,1.0,1.0
7520.0,26.0,0.0,1.0
7520.0,1.0,0.0,1.0
7520.0,17.0,0.0,1.0
7521.0,30.0,1.0,1.0
7521.0,11.0,1.0,1.0
7521.0,19.0,1.0,1.0
7521.0,13.0,0.0,1.0
7521.0,12.0,1.0,1.0
7522.0,0.0,0.0,1.0
7522.0,22.0,0.0,1.0
7522.0,15.0,0.0,1.0
7522.0,20.0,0.0,1.0
7522.0,26.0,1.0,1.0
7523.0,11.0,1.0,1.0
7523.0,27.0,0.0,1.0
7523.0,24.0,0.0,1.0
7523.0,1.0,0.0,1.0
7523.0,22.0,1.0,1.0
7524.0,28.0,1.0,1.0
7524.0,1.0,0.0,1.0
7524.0,18.0,0.0,1.0
7524.0,24.0,1.0,1.0
7524.0,13.0,0.0,1.0
7525.0,19.0,1.0,1.0
7525.0,25.0,0.0,1.0
7525.0,4.0,0.0,1.0
7525.0,15.0,0.0,1.0
7525.0,16.0,0.0,1.0
7526.0,5.0,0.0,1.0
7526.0,0.0,0.0,1.0
7526.0,13.0,0.0,1.0
7526.0,15.0,0.0,1.0
7526.0,11.0,1.0,1.0
7527.0,1.0,0.0,1.0
7527.0,11.0,0.0,1.0
7527.0,7.0,0.0,1.0
7527.0,0.0,0.0,1.0
7527.0,28.0,0.0,1.0
7528.0,22.0,1.0,1.0
7528.0,27.0,1.0,1.0
7528.0,10.0,1.0,1.0
7528.0,17.0,1.0,1.0
7528.0,11.0,1.0,1.0
7529.0,5.0,0.0,1.0
7529.0,3.0,0.0,1.0
7529.0,16.0,0.0,1.0
7529.0,11.0,1.0,1.0
7529.0,14.0,1.0,1.0
7530.0,10.0,0.0,1.0
7530.0,24.0,1.0,1.0
7530.0,7.0,1.0,1.0
7530.0,5.0,0.0,1.0
7530.0,20.0,0.0,1.0
7531.0,7.0,1.0,1.0
7531.0,20.0,0.0,1.0
7531.0,12.0,1.0,1.0
7531.0,18.0,0.0,1.0
7531.0,10.0,0.0,1.0
7532.0,24.0,0.0,1.0
7532.0,12.0,0.0,1.0
7532.0,2.0,1.0,1.0
7532.0,5.0,0.0,1.0
7532.0,8.0,0.0,1.0
7533.0,23.0,1.0,1.0
7533.0,1.0,1.0,1.0
7533.0,30.0,1.0,1.0
7533.0,19.0,1.0,1.0
7533.0,16.0,0.0,1.0
7534.0,2.0,1.0,1.0
7534.0,5.0,1.0,1.0
7534.0,15.0,1.0,1.0
7534.0,19.0,1.0,1.0
7534.0,4.0,0.0,1.0
7535.0,1.0,0.0,1.0
7535.0,16.0,0.0,1.0
7535.0,8.0,0.0,1.0
7535.0,27.0,0.0,1.0
7535.0,26.0,1.0,1.0
7536.0,31.0,0.0,1.0
7536.0,6.0,0.0,1.0
7536.0,19.0,1.0,1.0
7536.0,30.0,1.0,1.0
7536.0,20.0,0.0,1.0
7537.0,15.0,1.0,1.0
7537.0,2.0,1.0,1.0
7537.0,0.0,1.0,1.0
7537.0,14.0,1.0,1.0
7537.0,4.0,1.0,1.0
7538.0,11.0,1.0,1.0
7538.0,21.0,0.0,1.0
7538.0,10.0,0.0,1.0
7538.0,26.0,1.0,1.0
7538.0,13.0,0.0,1.0
7539.0,0.0,0.0,1.0
7539.0,19.0,0.0,1.0
7539.0,8.0,0.0,1.0
7539.0,14.0,0.0,1.0
7539.0,22.0,0.0,1.0
7540.0,23.0,0.0,1.0
7540.0,17.0,0.0,1.0
7540.0,3.0,0.0,1.0
7540.0,19.0,1.0,1.0
7540.0,20.0,0.0,1.0
7541.0,24.0,1.0,1.0
7541.0,22.0,1.0,1.0
7541.0,20.0,1.0,1.0
7541.0,28.0,1.0,1.0
7541.0,25.0,1.0,1.0
7542.0,21.0,1.0,1.0
7542.0,29.0,1.0,1.0
7542.0,14.0,1.0,1.0
7542.0,10.0,1.0,1.0
7542.0,3.0,1.0,1.0
7543.0,15.0,1.0,1.0
7543.0,23.0,1.0,1.0
7543.0,2.0,1.0,1.0
7543.0,9.0,1.0,1.0
7543.0,0.0,1.0,1.0
7544.0,0.0,0.0,1.0
7544.0,7.0,0.0,1.0
7544.0,26.0,1.0,1.0
7544.0,5.0,0.0,1.0
7544.0,14.0,1.0,1.0
7545.0,28.0,0.0,1.0
7545.0,26.0,0.0,1.0
7545.0,2.0,1.0,1.0
7545.0,12.0,0.0,1.0
7545.0,3.0,0.0,1.0
7546.0,17.0,0.0,1.0
7546.0,0.0,0.0,1.0
7546.0,29.0,0.0,1.0
7546.0,4.0,0.0,1.0
7546.0,21.0,0.0,1.0
7547.0,28.0,1.0,1.0
7547.0,0.0,0.0,1.0
7547.0,10.0,0.0,1.0
7547.0,4.0,0.0,1.0
7547.0,29.0,0.0,1.0
7548.0,29.0,0.0,1.0
7548.0,0.0,0.0,1.0
7548.0,21.0,0.0,1.0
7548.0,9.0,1.0,1.0
7548.0,12.0,0.0,1.0
7549.0,19.0,0.0,1.0
7549.0,8.0,0.0,1.0
7549.0,7.0,0.0,1.0
7549.0,2.0,1.0,1.0
7549.0,16.0,0.0,1.0
7550.0,9.0,1.0,1.0
7550.0,0.0,0.0,1.0
7550.0,22.0,0.0,1.0
7550.0,21.0,0.0,1.0
7550.0,11.0,1.0,1.0
7551.0,12.0,1.0,1.0
7551.0,22.0,1.0,1.0
7551.0,1.0,1.0,1.0
7551.0,0.0,1.0,1.0
7551.0,13.0,0.0,1.0
7552.0,14.0,1.0,1.0
7552.0,12.0,1.0,1.0
7552.0,27.0,0.0,1.0
7552.0,13.0,0.0,1.0
7552.0,25.0,0.0,1.0
7553.0,16.0,0.0,1.0
7553.0,5.0,0.0,1.0
7553.0,4.0,0.0,1.0
7553.0,2.0,1.0,1.0
7553.0,0.0,0.0,1.0
7554.0,4.0,0.0,1.0
7554.0,13.0,0.0,1.0
7554.0,21.0,0.0,1.0
7554.0,10.0,0.0,1.0
7554.0,8.0,0.0,1.0
7555.0,12.0,0.0,1.0
7555.0,14.0,1.0,1.0
7555.0,7.0,0.0,1.0
7555.0,21.0,0.0,1.0
7555.0,17.0,0.0,1.0
7556.0,18.0,0.0,1.0
7556.0,3.0,0.0,1.0
7556.0,30.0,0.0,1.0
7556.0,31.0,0.0,1.0
7556.0,14.0,1.0,1.0
7557.0,17.0,1.0,1.0
7557.0,0.0,1.0,1.0
7557.0,16.0,0.0,1.0
7557.0,1.0,1.0,1.0
7557.0,25.0,1.0,1.0
7558.0,12.0,0.0,1.0
7558.0,17.0,0.0,1.0
7558.0,7.0,0.0,1.0
7558.0,26.0,0.0,1.0
7558.0,23.0,0.0,1.0
7559.0,13.0,1.0,1.0
